bath,bed,price,size,street,where
1.0,2.0,4000,750.0,200 East 58th Street #17D,Midtown East
1.0,3.0,5420,1148.0,523 East 14th Street #11F,Stuyvesant Town/PCV
1.0,3.0,5420,1148.0,523 East 14th Street #11F,Stuyvesant Town/PCV
2.0,2.0,4000,1100.0,214 Richardson Street #4FLR,Williamsburg
1.0,1.0,4140,712.0,150 East 44th Street #25B,Turtle Bay
2.0,2.0,4650,850.0,520 West 43rd Street #22K,Midtown West
2.0,2.0,7350,1000.0,4 East 89th Street #2A,Carnegie Hill
2.0,2.0,5000,900.0,21 West 8th Street #1R,Greenwich Village
1.0,1.0,3950,750.0,125 W 31st Street #23H,Midtown South
5.5,4.0,49000,5912.0,350 West Broadway #PH,Soho
1.0,1.0,1900,650.0,272 Throop Avenue #2D,Bedford-Stuyvesant
4.0,5.0,24000,3250.0,117 East 57th Street #27AB,Midtown
1.0,1.0,3950,750.0,125 W 31st Street #23H,Midtown South
1.0,1.0,2750,850.0,949 Willoughby Avenue #101,Bushwick
1.0,2.0,3200,1000.0,949 Willoughby Avenue #303,Bushwick
1.0,1.0,7800,900.0,276 Smith Street #1,Carroll Gardens
7.0,6.0,85000,7700.0,48 East 81st Street TOWNHOUSE,Upper East Side
1.0,1.0,3500,710.0,350 West 42nd Street #16K,Midtown West
1.0,2.0,2150,950.0,1170 Ocean Avenue #2,Ditmas Park
2.0,2.0,7900,1194.0,135 West 52nd Street #24D,Midtown
1.0,1.0,1999,850.0,1535 East 14th Street #3,Midwood
1.0,1.0,3600,643.0,143 West 30th Street #7A,Midtown South
1.0,1.0,4095,850.0,11 East 12th Street #1R,Greenwich Village
1.0,1.0,4400,850.0,250 West 22nd Street #4THFL,Chelsea
2.5,3.0,16975,2240.0,549 East 86th Street #1,Yorkville
1.0,1.0,3500,600.0,218 Third Avenue #3,Gramercy Park
1.0,1.0,3475,822.0,225 Schermerhorn Street #3C,Downtown Brooklyn
1.0,1.0,3115,620.0,225 Schermerhorn Street #8L,Downtown Brooklyn
1.0,1.0,3095,620.0,225 Schermerhorn Street #7L,Downtown Brooklyn
1.0,1.0,2900,625.0,301 East 79th Street #8D,Yorkville
1.0,2.0,3600,1085.0,31-35 31st Street #705,Astoria
1.0,1.0,2900,625.0,301 East 79th Street #8D,Yorkville
1.0,1.0,4250,750.0,200 Chambers Street #7E,Tribeca
2.0,3.0,4995,1300.0,77 Lexington Avenue #2,Kips Bay
2.5,4.0,7000,3300.0,20 West 121st Street #1,Central Harlem
1.0,1.0,2865,790.0,96 Steuben Street #6D,Brooklyn
1.0,1.0,3231,552.0,222 East 39th Street #8A,Murray Hill
1.0,1.0,3050,716.0,5-11 47th Avenue #4E,Hunters Point
1.0,3.0,2699,906.0,80 Lorraine Street #3,Red Hook
1.0,1.0,4850,825.0,211 East 51st Street #11C,Turtle Bay
2.5,2.0,2900,1000.0,196 Cooper Street #1,Bushwick
1.0,1.0,3988,630.0,250 North 10th Street #640,Williamsburg
1.0,1.0,1620,850.0,92-16 Whitney Avenue #409,Elmhurst
1.0,5.0,30000,6270.0,204 East 35th Street ,Murray Hill
3.5,5.0,11000,4000.0,701 Sackett Street ,Park Slope
3.5,5.0,11000,4000.0,701 Sackett Street ,Park Slope
1.0,2.0,3600,650.0,339 E. 12th Street #6A,East Village
1.0,1.0,2550,600.0,446  Central Park West #4B,Manhattan Valley
1.0,1.0,6800,1134.0,200 East 66th Street #D1706,Lenox Hill
1.0,1.0,2650,800.0,1694 Second Avenue #2S,Yorkville
1.0,1.0,7500,890.0,10 Madison Square West #5A,Flatiron
6.0,6.0,32000,4537.0,60 Riverside Boulevard 920/921,Lincoln Square
1.0,2.0,2500,1100.0,465 Ocean Avenue #2A,Flatbush
1.0,2.0,4500,900.0,155 Luquer Street #2,Carroll Gardens
3.0,3.0,11370,1789.0,400 West 63rd Street #2102,Lincoln Square
1.0,1.0,2550,700.0,895 Pacific Street #3A,Prospect Heights
2.0,3.0,12300,1797.0,160 Riverside Boulevard #32A,Lincoln Square
1.0,1.0,2490,700.0,117 Kingsland Avenue #2C,Greenpoint
2.0,2.0,5530,1211.0,5 Peter Cooper Road #0MG,Stuyvesant Town/PCV
1.0,1.0,2700,600.0,200 East 58th Street #5C,Midtown East
2.0,3.0,6000,3000.0,27-40 21st Street #10B,Astoria
1.0,1.0,2850,725.0,27-40 21st Street #8C,Astoria
1.0,1.0,2750,725.0,27-40 21st Street #9B,Astoria
1.0,3.0,2650,1000.0,1822 Cornelia Street #1R,Ridgewood
1.5,2.0,5500,1000.0,41 West 72nd Street #10D,Upper West Side
1.0,3.0,2700,1000.0,806 Ocean Avenue #4C,Ditmas Park
1.0,4.0,3100,1300.0,806 Ocean Avenue #2A,Ditmas Park
1.0,2.0,3000,750.0,102 West 80th Street #46,Upper West Side
1.0,4.0,3100,1300.0,806 Ocean Avenue #2A,Ditmas Park
1.0,2.0,3000,750.0,102 West 80th Street #46,Upper West Side
1.0,2.0,2500,750.0,47-22 46th Street #1,Sunnyside
1.0,1.0,3495,468.0,366 W 11th Street #9G,West Village
1.0,1.0,4000,850.0,211 E 53rd Street #14C,Midtown East
1.0,1.0,7500,992.0,425 West 50th Street #14A,Midtown West
1.0,1.0,2795,725.0,339 East 21st Street #3E,Gramercy Park
1.0,1.0,5400,708.0,123 Washington Street #PH55G,Financial District
2.0,3.0,3500,1030.0,143 McDonald Avenue #2C,Windsor Terrace
1.0,1.0,5200,799.0,123 Washington Street #41A,Financial District
2.0,3.0,6650,1040.0,301 West 53rd Street #10K,Midtown West
2.0,2.0,2700,1296.0,1048 71st Street #2B,Dyker Heights
1.0,1.0,4000,750.0,20 River Terrace #9D,Battery Park City
1.0,1.0,2215,710.0,245 East 124th Street #7F,East Harlem
1.0,1.0,4000,750.0,20 River Terrace #9D,Battery Park City
1.0,1.0,1400,800.0,66-12 111th Street #3B,Forest Hills
1.0,4.0,3200,1100.0,315 Seigel Street #204,East Williamsburg
1.0,1.0,1500,600.0,603 Academy #5B,Inwood
1.0,1.0,2900,600.0,77 Lexington Avenue #3E,Kips Bay
3.0,4.0,8150,2850.0,323 East 78th Street #4D,Upper East Side
1.0,2.0,2300,850.0,48-25 45th Street #2,Sunnyside
2.0,4.0,4200,1200.0,459 Myrtle Avenue #2,Clinton Hill
1.0,1.0,4344,1012.0,343 Gold Street #208,Downtown Brooklyn
1.0,1.0,3550,550.0,85 Eighth Avenue #4P,Chelsea
1.0,1.0,1850,690.0,37-27 86th Street #6T,Jackson Heights
1.0,1.0,3800,690.0,12 East 86th Street #824,Upper East Side
2.0,2.0,12500,1283.0,25 Columbus Circle #60F,Lincoln Square
2.5,2.0,8500,1450.0,247 West 46th Street #4101,Midtown
2.0,2.0,11995,1534.0,109 Mercer Street #4,Soho
2.0,3.0,2795,800.0,168 Washington Avenue #PH1,Clinton Hill
1.0,1.0,2450,700.0,154 1/2 Washington Avenue #PH1,Clinton Hill
1.0,1.0,2875,685.0,343 Gold Street #1714,Downtown Brooklyn
2.5,3.0,5950,1500.0,220 Saint Nicholas Avenue #2,Central Harlem
1.0,1.0,3600,610.0,200 Rector Place #29L,Battery Park City
2.0,3.0,8075,1575.0,245 W 25th Street #PHG,Chelsea
1.5,2.0,4250,1100.0,134 Hoyt #1,Boerum Hill
1.0,1.0,2371,700.0,86-55 Broadway #512,Elmhurst
2.0,1.0,3760,1198.0,371 Madison Street #317,Lower East Side
2.0,1.0,3855,1198.0,371 Madison Street #417,Lower East Side
1.0,1.0,3477,1086.0,371 Madison Street #318,Lower East Side
1.0,1.0,3477,1086.0,371 Madison Street #318,Lower East Side
1.0,1.0,3565,1086.0,371 Madison Street #418,Lower East Side
1.0,2.0,3200,1136.0,43 Avenue C #G,East Village
2.0,2.5,3200,2200.0,494 Monroe Street #1,Stuyvesant Heights
1.0,3.0,2700,950.0,252 Kingston Avenue #2,Crown Heights
3.0,4.0,11500,1800.0,780 West End Avenue #9B,Upper West Side
2.0,2.0,4000,1126.0,40 North 4th Street #3G,Williamsburg
1.0,1.0,3354,763.0,10 Stuyvesant Oval #11E,Stuyvesant Town/PCV
3.5,3.0,8500,2500.0,103 Saint Marks Place #2,Park Slope
2.0,2.0,4995,1000.0,408 East 92nd Street #24F,Yorkville
2.5,2.0,10500,2500.0,118 1st Place #1,Carroll Gardens
1.0,1.0,6800,1134.0,200 East 66th Street #D1906,Lenox Hill
2.0,1.0,3850,1000.0,345 East 94th Street #14E,Yorkville
1.0,1.0,4760,732.0,123 Washington Street #43D,Financial District
1.0,1.0,4595,704.0,123 Washington Street #39E,Financial District
2.5,3.0,17000,1653.0,140 West 12th Street #503,Greenwich Village
3.0,3.0,25000,2717.0,124 Hudson Street #7B,Tribeca
1.0,1.0,1800,850.0,61-15 43rd Avenue #2K,Woodside
1.0,1.0,3354,763.0,10 Stuyvesant Oval #11E,Stuyvesant Town/PCV
1.0,2.0,1800,1000.0,11 Sackman Street #1FL,Ocean Hill
1.0,1.0,6050,732.0,450 W 17th Street #1602,West Chelsea
1.0,1.0,3500,650.0,2109 Broadway #4140,Upper West Side
2.0,2.0,6650,1400.0,245 East 87th Street #7F,Yorkville
2.0,2.0,7000,1250.0,12 East 86th Street #321,Upper East Side
1.0,1.0,3200,800.0,425 E 63rd Street #W9C,Lenox Hill
1.0,1.0,3585,664.0,305 West 50th Street #7F,Midtown West
1.0,2.0,2000,800.0,24-32 43rd Street #3,Astoria
1.0,1.0,1899,860.0,1130 Pelham Parkway South #1C,Pelham Parkway
1.0,1.0,1775,780.0,1130 Pelham Parkway South #6E,Pelham Parkway
2.0,2.0,8395,1400.0,447 W 18th Street #4C,West Chelsea
1.0,1.0,5765,1273.0,81 Washington Street #5H,DUMBO
2.0,2.0,5000,1429.0,60 Broadway #9A,Williamsburg
1.5,3.0,2500,1280.0,3072 Avenue X #1,Sheepshead Bay
1.0,1.0,2750,920.0,317 East 111th Street #6B,East Harlem
1.0,1.0,4495,662.0,55 West 26th Street #19A,Chelsea
1.0,3.0,4400,900.0,226 East 53rd Street #2B,Turtle Bay
1.0,1.0,4550,930.0,70 Little West Street #6C,Battery Park City
1.0,2.0,2400,900.0,128 Marine Avenue #5L,Fort Hamilton
1.0,1.0,3500,675.0,30 East 14th Street #4C,Greenwich Village
1.0,3.0,5500,1100.0,520 East 12th Street #1E,East Village
2.0,2.0,5495,1269.0,22 N 6th Street #4E,Williamsburg
2.0,2.0,5495,1269.0,22 N 6th Street #4E,Williamsburg
1.0,2.0,2350,950.0,72 East 119th Street #1,Central Harlem
2.0,2.0,5600,1037.0,200 West 60th Street #17G,Lincoln Square
1.0,2.0,2300,1100.0,7106 Narrows Avenue #1,Bay Ridge
2.0,2.0,2300,1350.0,83-43 118th Street #60,Kew Gardens
5.0,4.0,17900,2740.0,60 Riverside Boulevard #421,Lincoln Square
1.0,1.0,1950,700.0,23-11 31st Avenue #4D,Astoria
2.0,3.0,3000,1500.0,"42-31 Colden Street, #F3E",Flushing
2.0,3.0,2395,1100.0,387 Sumpter #2,Ocean Hill
2.0,2.0,5335,1093.0,730 Columbus Avenue #8D,Upper West Side
1.0,1.0,3270,630.0,505 W. 54th Street #623,Midtown West
1.0,1.0,3920,739.0,300 E. 39th Street #7M,Murray Hill
2.0,2.0,5960,1137.0,140 Riverside Boulevard #728,Lincoln Square
1.0,2.0,6500,1151.0,210 East 68th Street #15G,Lenox Hill
2.0,2.0,3750,1000.0,345 West 87th Street #PHF,Upper West Side
1.0,3.0,2450,800.0,2106 70th Avenue #1,Bensonhurst
2.0,3.0,5850,1200.0,72 Willoughby #2H,Downtown Brooklyn
1.0,1.0,10900,2400.0,7 East 20th Street #10R,Flatiron
2.0,2.0,5500,934.0,210 East 65th Street #19K,Lenox Hill
1.0,1.0,10900,2400.0,7 East 20th Street #10R,Flatiron
1.0,1.0,3600,791.0,100 United Nations Plaza #14C,Turtle Bay
1.0,2.0,3900,800.0,50 West 93rd Street #4A,Upper West Side
1.0,1.0,2500,720.0,192 Union Street #3,Carroll Gardens
1.0,1.0,1810,500.0,115 Van Brunt Street #3F,Columbia St Waterfront District
2.0,2.0,2325,1100.0,6395 Austin Street #3J,Rego Park
2.0,4.0,2495,1200.0,1749 Grand Concourse #12D,Mt. Hope
1.0,1.0,1900,850.0,69-39 Yellowstone Boulevard #523,Forest Hills
2.0,3.0,5500,900.0,397 16th Street #3,Park Slope
1.0,2.0,2300,1000.0,233 Decatur Street #4,Stuyvesant Heights
2.0,2.0,6300,1292.0,120 Riverside Boulevard #12L,Lincoln Square
2.0,3.0,3100,1200.0,109-19 72nd Avenue #1D,Forest Hills
2.5,3.0,3900,2500.0,1409 Carroll Street ,Crown Heights
1.0,1.0,4095,800.0,59 Fifth Avenue #3A,Greenwich Village
1.0,2.0,2800,1000.0,480 Westminster Road #2,Ditmas Park
1.0,2.0,3300,1100.0,77 W 104th Street #9A,Manhattan Valley
2.0,2.0,2600,900.0,41-42 College Point Boulevard #5B,Flushing
1.0,1.0,4000,744.0,200 East 94th Street #2210,Yorkville
1.0,1.0,5195,640.0,2 Cooper Square #3J,Noho
2.0,2.0,7400,1351.0,50 Riverside Boulevard #10B,Lincoln Square
2.0,2.0,6450,1065.0,200 East 94th Street #2914,Yorkville
1.0,1.0,3300,800.0,355 South End Avenue #16C,Battery Park City
2.0,3.0,2300,1000.0,790 Halsey Street #2,Stuyvesant Heights
2.0,2.0,4250,1054.0,41-17 Crescent Street #PH2C,Long Island City
2.0,2.0,6900,1198.0,325 Fifth Avenue #23H,Midtown South
1.0,1.0,3150,765.0,306 Gold Street #37E,Downtown Brooklyn
2.0,2.0,6395,1023.0,14 West 14th Street #APT6,Greenwich Village
1.0,2.0,1850,1000.0,1749 Grand Concourse #8L,Mt. Hope
1.0,2.0,2200,875.0,1705 Purdy Street #10,Parkchester
1.0,2.0,2200,875.0,1705 Purdy Street #10,Parkchester
1.0,2.0,3965,850.0,1160 Fifth Avenue #210,Carnegie Hill
1.0,1.0,2950,797.0,371 Madison Street #405,Lower East Side
3.0,3.0,9000,1800.0,150 Nassau Street #20C,Fulton/Seaport
1.0,2.0,3000,1000.0,260 Moore Street #207,East Williamsburg
3.0,3.0,7300,1653.0,4630 Center Boulevard #1505,Hunters Point
1.0,3.0,1800,1000.0,263 East 91st Street #1,Brownsville
1.0,2.0,2550,800.0,30-01 Astoria #2,Astoria
1.0,1.0,1700,895.0,3232 Shore Parkway #7K,Brighton Beach
2.0,4.0,3557,1529.0,720 W 181st Street #45,Hudson Heights
1.0,1.0,3375,610.0,354-368 West 34th Street #9B,Midtown West
1.0,1.0,1835,598.0,630 Lenox Avenue #5S,Central Harlem
2.5,2.0,7500,1286.0,60 Riverside Boulevard #729,Lincoln Square
2.5,2.0,8195,1690.0,10 West End Avenue #30B,Lincoln Square
1.0,1.0,2575,680.0,29-28 41st Avenue #906,Long Island City
2.0,2.0,5950,1056.0,229 Chrystie Street #1415,Lower East Side
1.0,1.0,3615,730.0,37 Wall Street #15P,Financial District
2.5,2.0,10500,1613.0,845 United Nations Plaza #63D,Turtle Bay
1.0,1.0,1495,650.0,874 60th Street #2,Sunset Park
1.0,1.0,2175,750.0,27-14 23rd Avenue #2A,Astoria
1.0,1.0,5995,879.0,1182 Broadway #12B,NoMad
2.5,2.0,11995,1755.0,1182 Broadway #16A,NoMad
1.0,2.0,2000,1000.0,275 Weirfield Street #B,Bushwick
2.0,3.0,2650,1500.0,1561 Pacific Street #3,Crown Heights
1.0,1.0,4262,781.0,10 Hanover Square #11F,Financial District
1.0,1.0,1850,680.0,31-32 31st Street #4A,Astoria
2.5,3.0,20000,2300.0,136 W 11th Street #1,Greenwich Village
1.0,1.0,2950,620.0,88 Greenwich Street #906,Financial District
1.0,2.0,1600,800.0,322 Rockaway Parkway #2F,Brownsville
1.0,1.0,2100,575.0,227 East 111th Street #2D,East Harlem
2.0,3.0,2750,1800.0,351 Wadsworth #55,Fort George
1.5,2.0,9000,2000.0,4 West 22nd Street #3,Flatiron
1.0,1.0,2375,642.0,680 Riverside Drive #5B,Hamilton Heights
1.0,1.0,3400,678.0,301 West 53rd Street #4J,Midtown West
1.0,1.0,2795,643.0,300 East 93rd Street #39E,Yorkville
1.0,3.0,2400,1100.0,940 Prospect Place #P,Crown Heights
2.0,2.0,4500,1117.0,1485 Fifth Avenue #15B,Central Harlem
2.0,3.0,1600,1500.0,311 Beach 29th Street #1,Far Rockaway
2.0,2.0,5250,1100.0,380 Rector Place #22G,Battery Park City
1.0,1.0,3470,597.0,155 East 29th Street #32D,Kips Bay
1.0,1.0,1595,300.0,1883 Amsterdam Avenue #3D,Hamilton Heights
1.0,1.0,4550,874.0,155 West 68th Street #212,Lincoln Square
1.0,1.0,2000,567.0,305 West 150th Street #704,Central Harlem
1.0,1.0,4350,957.0,50 West 34th Street #10A12,Midtown South
11.0,1.0,2145,450.0,229 East 11th Street #17,East Village
1.0,1.0,3995,730.0,80 Park Avenue #12G,Murray Hill
1.0,1.0,2700,800.0,150 Remsen Street #2,Brooklyn Heights
3.0,3.0,9995,1600.0,20 River Terrace #7M,Battery Park City
1.0,1.0,2750,750.0,504 Grand Street #B12,Lower East Side
1.0,1.0,3150,765.0,306 Gold Street #37E,Downtown Brooklyn
1.0,1.0,2800,700.0,52 6th Avenue #1,Prospect Heights
1.0,1.0,1575,650.0,34-19 90st #A23,North Corona
1.0,1.0,2800,860.0,317 Greene Avenue #3A,Bedford-Stuyvesant
1.0,2.0,3900,1000.0,523 8th Street #4L,Park Slope
1.0,2.0,2700,1100.0,98-30 67th Avenue #5C,Forest Hills
2.0,2.0,5995,1152.0,1 Northside Piers #19E,Williamsburg
2.5,3.0,9750,1439.0,303 East 77th Street #6B,Upper East Side
1.0,1.0,1226,623.0,1541 Metropolitan Avenue #1G,Parkchester
1.0,3.0,2250,1300.0,864 Vanduzer Street #1,Grymes Hill
1.0,2.0,3950,1200.0,142 Amity Street #5,Cobble Hill
1.0,2.0,1700,800.0,506 52nd Street #6,Sunset Park
1.0,2.0,4985,861.0,301 West 53rd Street #8C,Midtown West
2.0,2.0,3700,976.0,4610 Center Boulevard #1819,Hunters Point
2.0,3.0,3750,1600.0,40-10 25th Avenue #2,Astoria
2.0,2.0,2700,1200.0,70-01 113th Street #3,Forest Hills
1.0,1.0,1800,850.0,68-29 Burns Street #64,Forest Hills
1.0,1.0,6900,1000.0,321 West 13th Street #2C1,West Village
1.0,1.0,3040,726.0,111 Lawrence Street #6A,Downtown Brooklyn
1.5,3.0,3200,1200.0,31-63 38th Street #2,Astoria
2.5,3.0,10000,1612.0,75 Wall Street #18G,Financial District
1.0,2.0,2600,800.0,43-23 40th Street #3K,Sunnyside
1.0,1.0,1950,800.0,300 Ocean Parkway #2,Kensington
1.5,2.0,2400,1000.0,30-37 31st Street #1R,Astoria
4.0,4.0,31500,2200.0,1160 Fifth Avenue #401,Carnegie Hill
1.0,1.0,1750,750.0,86-10 34th Avenue #4,Jackson Heights
1.0,3.0,2250,1000.0,1311 Herkimer Street #3,Ocean Hill
2.0,2.0,7600,1333.0,60 Riverside Boulevard #1805,Lincoln Square
1.0,1.0,7500,900.0,25 Central Park West #10P,Lincoln Square
2.0,2.0,5790,979.0,801 Amsterdam Avenue #4B,Upper West Side
2.0,2.0,7600,1333.0,60 Riverside Boulevard #1805,Lincoln Square
1.0,1.0,7500,900.0,25 Central Park West #10P,Lincoln Square
1.0,1.0,5350,794.0,325 Lexington Avenue #26B,Midtown East
3.0,3.0,25000,3184.0,311 West Broadway #TH4,Soho
2.5,2.0,15800,2402.0,195 Hudson Street #3C,Tribeca
1.0,1.0,4950,800.0,1 Bank Street #5N,West Village
1.0,1.0,3595,850.0,187 East 4th Street #3K,East Village
1.5,2.0,2195,1200.0,102 Baltic Street #4L,Columbia St Waterfront District
1.0,1.0,3200,733.0,189 Schermerhorn Street #15K,Downtown Brooklyn
1.0,1.0,2885,845.0,10-40 River Road #5A,Roosevelt Island
1.0,1.0,2450,700.0,83 North Henry Street #3R,Greenpoint
2.0,2.0,12500,1865.0,260 West Broadway #6D,Tribeca
1.0,1.0,2100,850.0,111-14 76th Avenue #1,Forest Hills
2.0,1.0,20000,2200.0,300 West 14th Street #203,West Village
2.0,4.0,3500,2000.0,8621 Shore Road ,Fort Hamilton
2.0,1.0,5300,1091.0,15 William Street DUPLEX6,Financial District
1.5,2.0,3535,850.0,788 Columbus Avenue #12T,Upper West Side
1.0,1.0,1899,725.0,1130 Pelham Parkway South #3H,Pelham Parkway
2.0,2.0,5675,1000.0,200 Water Street #2515,Fulton/Seaport
1.0,1.0,4100,1100.0,140 Court Street #3,Cobble Hill
1.0,1.0,2400,750.0,135 North 6th Street #3L,Williamsburg
1.0,1.0,1899,725.0,1135 Pelham Parkway North #3H,Pelham Gardens
1.5,1.0,3750,913.0,199 State Street #9C,Downtown Brooklyn
2.5,3.0,22500,1653.0,140 West 12th Street #403,Greenwich Village
1.0,1.5,3100,833.0,708 Lorimer Street #3L,Williamsburg
1.0,1.0,1850,680.0,31-32 31st Street #4A,Astoria
1.0,1.0,1750,865.0,2160 Matthews Avenue #4G,Bronxdale
3.0,3.0,13500,1980.0,93 Worth Street #704,Tribeca
2.5,2.0,12950,1800.0,641 Fifth Avenue #35D,Midtown
1.0,2.0,3300,850.0,279 East 44th Street #2F,Turtle Bay
1.0,1.0,2050,520.0,20-34 31st Street #C6,Astoria
2.0,2.0,7950,1521.0,123 Baxter Street #6A,Little Italy
1.0,2.0,2200,850.0,3635 213th #1A,Bayside
1.0,3.0,1850,900.0,1138 Bryant #4,Crotona Park East
1.0,2.0,2600,805.0,20-38 31st Street #C3,Astoria
1.0,1.0,1750,800.0,64-00 Saunders #2C,Rego Park
1.0,1.0,4500,794.0,350 West 42nd Street #42H,Midtown West
2.0,3.0,9500,1518.0,225 Rector Place #4M,Battery Park City
2.0,2.0,4030,730.0,305 E. 86th Street #16JE,Yorkville
1.0,1.0,2550,800.0,1215 Broadway #5B,Long Island City
2.0,2.0,5147,1211.0,601 East 20th Street #3B,Stuyvesant Town/PCV
1.0,1.0,2750,557.0,100 Jay Street #12D,DUMBO
2.0,4.0,9200,2400.0,351 West 22nd Street #2,Chelsea
1.0,2.0,5300,850.0,44 West 11th Street #3,Greenwich Village
1.0,1.0,6500,1000.0,70 Perry Street #3,West Village
2.0,2.0,3250,1043.0,230 Jay Street #4C,Downtown Brooklyn
1.0,2.0,3500,850.0,240 East 35th Street #4A,Murray Hill
2.0,1.0,8000,1205.0,15 West 53rd Street #23F,Midtown
2.0,1.0,6500,1091.0,124 West 24th Street #4B,Chelsea
2.0,2.0,6510,1004.0,189 West 89th Street #9F,Upper West Side
2.0,3.0,2999,1100.0,183 Chauncey Street #2,Stuyvesant Heights
1.0,2.0,2300,840.0,27-09 Crescent Street #C,Astoria
1.0,2.0,7500,1250.0,179 Sullivan Street #3,Greenwich Village
1.0,1.5,1900,1000.0,1830 Cornelia Street #3,Ridgewood
1.0,1.0,2350,800.0,23-14 30th Drive #5DPH,Astoria
1.0,1.0,3400,710.0,212 East 47th Street #21B,Turtle Bay
1.0,1.0,3400,710.0,212 East 47th Street #21B,Turtle Bay
1.0,2.0,2400,1000.0,227A Malcolm X Boulevard #2,Stuyvesant Heights
2.0,2.0,3750,1000.0,345 West 87th Street #PHF,Upper West Side
1.0,1.0,2800,725.0,583 11th Street #2,Park Slope
1.0,0.0,1895,400.0,149 6th Avenue #4,Park Slope
1.0,1.0,3625,591.0,50 West 77th Street #5J,Upper West Side
1.0,1.0,3295,731.0,75 West Street #7F,Financial District
1.0,2.0,2000,750.0,25-37 38th Street SECOND-FLOOR,Astoria
1.0,1.0,1995,700.0,25-65 23rd Street #1D,Astoria
1.0,1.0,2500,700.0,109-33 71st Rd #3,Forest Hills
1.0,1.0,2800,606.0,189 Schermerhorn Street #23D,Downtown Brooklyn
1.0,1.0,4570,989.0,81 Fleet Place #16A,Downtown Brooklyn
1.0,2.0,2900,650.0,229 East 29th Street 2F-CONV2,Kips Bay
1.0,1.0,3700,670.0,301 W 53rd Street #5H,Midtown West
1.0,2.0,3650,735.0,45-40 Center Boulevard #3210,Hunters Point
2.0,2.0,8450,1261.0,151 West 21st Street #2E,Chelsea
1.0,2.0,2200,950.0,30-24 44th Street #2,Astoria
1.0,2.0,2250,1000.0,25-02 Crescent Street #2,Astoria
1.0,2.0,3300,1000.0,422 Court Street #3,Carroll Gardens
1.5,2.0,3900,1035.0,161 N 4th Street #1F,Williamsburg
3.0,2.0,13500,1762.0,101 Warren Street #1950,Tribeca
3.0,2.0,13500,1762.0,101 Warren Street #1950,Tribeca
1.0,2.0,2400,900.0,201 MacDonough Street #1,Stuyvesant Heights
1.0,1.0,3600,670.0,225 N 9th Street #5D,Williamsburg
2.0,5.0,4500,1100.0,15 Rochester Avenue #2,Stuyvesant Heights
1.0,1.0,2350,700.0,30-83 32nd Street #3F,Astoria
1.0,2.0,2500,1000.0,101 Jefferson Avenue #H4H,Bedford-Stuyvesant
2.0,6.0,6000,1500.0,119 McKibbin #1,Williamsburg
1.0,1.0,2995,599.0,335 Carroll Street #2G,Carroll Gardens
1.0,2.0,2145,800.0,275 West 144th Street #4,Central Harlem
1.0,3.0,2355,1000.0,275 West 144th Street #7A,Central Harlem
2.0,2.0,4850,890.0,280 Rector Place #7K,Battery Park City
1.0,1.0,3500,550.0,45 East 25th Street #8C,NoMad
2.0,2.0,7000,1089.0,340 East 23rd Street #PH1F,Gramercy Park
2.0,2.0,5790,979.0,801 Amsterdam Avenue #4B,Upper West Side
5.0,6.0,9990,3195.0,843 Prospect Place #TH,Crown Heights
1.5,4.0,6225,1300.0,106 Ridge Street #4D,Lower East Side
1.0,1.0,4945,680.0,50 East 28th Street #8L,NoMad
1.0,1.0,3385,589.0,180 Montague Street #14F,Brooklyn Heights
2.0,2.0,4480,900.0,111 Lawrence Street #44H,Downtown Brooklyn
1.0,1.0,3400,790.0,1641 Third Avenue #7D,Yorkville
1.0,1.0,2500,700.0,32-50 46th Street #GARDEN,Long Island City
1.0,1.0,2100,800.0,113 Graham Avenue #L,Williamsburg
1.0,1.0,1900,800.0,561 Halsey Street #1,Stuyvesant Heights
1.0,1.5,2450,1100.0,61 Duffield Street #3,Downtown Brooklyn
2.0,2.0,4395,1000.0,5-11 47th Avenue #3C,Hunters Point
3.0,3.0,3800,2800.0,116 Powells Cove Boulevard #11357,Whitestone
1.0,2.0,2000,700.0,755 4th Avenue #1L,Greenwood
1.0,1.5,2400,550.0,283 E 4th Street #G2,East Village
2.5,2.0,16000,1830.0,400 Park Avenue South #38B,NoMad
2.5,2.0,17000,1843.0,530 Park Avenue #3A,Lenox Hill
2.0,2.0,4900,1050.0,148 N 10th Street 2-A-GARDEN,Williamsburg
1.0,1.0,2475,620.0,330 East 109th Street #1A,East Harlem
2.0,2.0,4107,750.0,50 West 93rd Street #7D,Upper West Side
1.0,2.0,4340,800.0,50 West 97th Street #15M,Upper West Side
2.0,2.0,3500,1500.0,82 Quincy Street #G,Bedford-Stuyvesant
1.0,1.0,3510,674.0,750 Columbus Avenue #8M,Upper West Side
1.0,1.0,5645,664.0,105 W 29th Street #43C,Chelsea
1.0,1.0,3725,698.0,140 Riverside Boulevard #1012,Lincoln Square
1.0,1.0,4410,941.0,240 East 27th Street #19F,Kips Bay
1.5,1.0,10000,1250.0,423 West Street #7,West Village
2.5,2.0,9750,1653.0,170 East End Avenue #3M,Yorkville
2.5,3.0,16200,3000.0,405 Broadway #2,Tribeca
1.0,1.0,2550,600.0,446  Central Park West #4B,Manhattan Valley
1.5,1.0,6495,1037.0,260 Park Avenue South #7F,Flatiron
2.5,2.0,9500,1462.0,60 Riverside Boulevard #1809,Lincoln Square
1.5,2.0,5800,1200.0,330 West 17th Street #4W,Chelsea
