bath,bed,price,size,street,where
2.0,4.0,2795,2000.0,111 Weirfield Street #1B,Bushwick
1.0,3.0,4249,950.0,471 Keap #1D,Williamsburg
3.0,4.0,21500,3525.0,80 Chambers Street #8F,Tribeca
1.0,1.0,2495,525.0,339 East 6th Street #B,East Village
1.0,2.0,2825,1148.0,45-02 Ditmars Boulevard #521,Astoria
1.0,1.0,2250,800.0,135 North 6th Street #4L,Williamsburg
1.0,1.0,2499,800.0,152 Bedford Avenue #2,Williamsburg
1.5,2.0,4000,1200.0,187 13th Street #1B,Gowanus
1.0,2.0,1795,1200.0,755 40th Street #1,Sunset Park
1.0,2.0,5500,1800.0,233 Franklin Street #491,Greenpoint
1.0,1.0,2650,750.0,4-74 48th Avenue #3D,Hunters Point
1.0,1.0,3500,850.0,301 East 66th Street #7G,Lenox Hill
1.0,1.0,2990,825.0,390 Lorimer Street #3D,Williamsburg
1.0,2.0,3900,1037.0,270 1st Street #1B,Park Slope
1.0,1.0,2900,850.0,373 8th Street #GARDEN,Park Slope
1.0,1.0,1550,700.0,594 Hancock Street #2,Stuyvesant Heights
1.0,2.0,2750,550.0,412 E 11th Street #3F,East Village
1.0,2.0,2100,900.0,622 Ocean Parkway #D,Kensington
1.0,1.0,2850,600.0,303 E 10th Street #2,East Village
1.0,1.0,3250,600.0,126 E 31st Street #3A,Midtown South
1.0,1.0,3150,650.0,100 Maiden Lane #809,Financial District
2.0,3.0,2750,1100.0,23-85 37th Street #2,Astoria
2.0,2.0,6530,1315.0,180 Riverside Boulevard #39D,Lincoln Square
1.0,1.0,4355,620.0,777 6th Avenue #19F,Chelsea
2.0,2.0,8440,1339.0,500 West 23rd Street #4A,West Chelsea
1.0,1.0,3885,764.0,240 East 27th Street #5B,Kips Bay
1.0,2.0,1895,950.0,94-10 60th Avenue #2K,Elmhurst
1.0,1.0,3885,764.0,240 East 27th Street #5B,Kips Bay
1.0,2.0,3300,900.0,156 Underhill Avenue #1,Prospect Heights
2.0,2.0,10250,1875.0,30 East 76th Street #PHB,Upper East Side
2.0,3.0,5200,1400.0,196 Prospect Park West #3R,Park Slope
2.0,2.0,5316,984.0,50 West 97th Street #12G,Upper West Side
2.0,2.0,4500,1100.0,500 East 87th Street #16,Yorkville
1.0,1.0,2750,550.0,166 E 35th Street #8D,Murray Hill
1.0,1.0,1595,300.0,1883 Amsterdam Avenue #3D,Hamilton Heights
1.0,1.0,1800,750.0,218 33rd Street #2,Greenwood
1.0,2.0,3300,900.0,35 Conselyea Street #2,Williamsburg
1.0,2.0,1995,1000.0,1260 Broadway #2,Stuyvesant Heights
1.0,2.0,3700,800.0,592 Ninth Avenue #2,Midtown West
1.0,3.0,2600,800.0,22-12 75th Street #2,Astoria
1.0,1.0,1795,600.0,501 W 175th Street #5A,Washington Heights
1.5,2.0,3100,875.0,105 15th Street #3A,Gowanus
2.5,2.0,6995,1255.0,250 East 54th Street #33B,Midtown East
1.0,1.0,3500,630.0,347 West 57th Street #15B,Midtown West
1.0,2.0,2000,700.0,737 6th Avenue #2A,Greenwood
1.0,1.0,1975,950.0,1265 Dean Street #2,Crown Heights
1.0,2.0,2000,1100.0,453 Lafayette Avenue #3,Bedford-Stuyvesant
1.0,2.0,2000,1100.0,453 Lafayette Avenue #2,Bedford-Stuyvesant
3.0,4.0,11500,1800.0,780 West End Avenue #9B,Upper West Side
1.0,1.0,3295,731.0,75 West Street #7F,Financial District
2.0,2.0,2600,1200.0,535 Ocean Parkway #2L,Kensington
1.0,1.0,2800,673.0,26-38 21st Street #10D,Astoria
1.0,2.0,3895,700.0,236 East 13th Street #23,East Village
3.0,3.0,14995,2000.0,52 Thomas Street #4D,Tribeca
4.5,4.0,65000,4557.0,20 West 53rd Street 46FLOOR,Midtown
4.5,4.0,65000,4557.0,20 West 53rd Street 46FLOOR,Midtown
2.0,1.0,6995,1014.0,133 West 22nd Street #3F,Chelsea
3.5,3.0,13995,1815.0,101 Leonard Street #11B,Tribeca
3.5,3.0,29500,2347.0,10 Madison Square West #9E,Flatiron
1.0,1.5,3000,900.0,10-55 47th Avenue #2H,Hunters Point
1.0,1.0,1600,700.0,41-64 71st Street #2B,Elmhurst
1.0,1.0,1550,685.0,3205 Emmons Avenue #3A,Sheepshead Bay
1.0,2.0,1895,949.0,2750 Homecrest Avenue #223,Brighton Beach
1.5,2.0,1995,1204.0,2815 Coyle Street #504,Sheepshead Bay
2.0,2.0,3750,966.0,163 Washington Avenue #3C,Clinton Hill
3.5,3.0,17000,2450.0,305 East 51st #26A,Turtle Bay
2.0,3.0,10500,2000.0,148 West 28th Street #3W,Chelsea
1.0,1.0,3750,750.0,4 East 89th Street #10E,Carnegie Hill
1.0,2.0,3400,865.0,4-74 48th Avenue #37F,Hunters Point
1.0,1.0,3520,650.0,15 Cliff Street #5C,Fulton/Seaport
1.0,3.0,2600,1500.0,33-53 82nd Street #A21,Jackson Heights
1.0,1.0,1900,875.0,34-57 82nd Street #6A,Jackson Heights
1.0,1.0,1700,580.0,45-55 41st Street #4B,Sunnyside
1.0,1.0,3250,750.0,300 East 40th Street #20V,Murray Hill
2.0,2.0,6150,1076.0,200 East 94th Street #2715,Yorkville
1.0,1.0,3850,704.0,200 East 94th Street #1916,Yorkville
1.0,1.0,3850,704.0,200 East 94th Street #1916,Yorkville
2.5,4.0,4500,2923.0,32 Marble Hill Avenue TOWNHOUSE,Marble Hill
1.0,2.0,3900,930.0,401 East 74th Street #8A,Upper East Side
2.0,2.0,5750,1076.0,200 East 94th Street #1215,Yorkville
1.0,1.0,3700,704.0,200 East 94th Street #1416,Yorkville
2.0,2.0,4199,1506.0,95 Dupont Street #PH4,Greenpoint
1.0,2.0,2650,600.0,312 East 93rd Street #2A,Yorkville
2.0,3.0,3300,1100.0,28-46 34th Street #1F,Astoria
1.0,2.0,3495,700.0,11 Maiden Lane #11D,Financial District
1.0,1.0,2395,425.0,56 East 7th Street #15,East Village
1.5,3.0,3790,675.0,19 Stuyvesant Street #CC,East Village
1.0,2.0,2400,750.0,28-46 34th Street #1C,Astoria
1.0,2.0,2860,625.0,17 Stuyvesant Street #1,East Village
2.0,3.0,5995,1500.0,40 West 89th Street #2AB,Upper West Side
1.0,1.0,1995,700.0,25-65 23rd Street #1D,Astoria
1.0,2.0,2699,900.0,159 Bedford Avenue #2,Williamsburg
1.0,1.0,2225,500.0,165 West 76th Street #4R,Upper West Side
4.0,3.0,15000,3000.0,876 Broadway PENTHOUSE,Flatiron
1.0,0.0,2000,600.0,99 Sutton Street #L1,Greenpoint
1.5,1.0,4900,755.0,400 Fifth Avenue #43C,Midtown South
2.0,2.0,4380,1100.0,568 Union Avenue #5L,Williamsburg
2.0,2.0,6295,1114.0,225 West 83rd Street #5L,Upper West Side
2.5,2.0,8900,1800.0,121 West 20th Street #4G,Chelsea
1.0,1.0,3200,800.0,54 West 89th Street #2R,Upper West Side
1.0,2.0,2599,850.0,41-49 45th Street #2A,Sunnyside
1.0,1.0,3500,710.0,350 West 42nd Street #16K,Midtown West
2.0,2.0,2925,775.0,31-10 23rd Street #4H,Astoria
2.0,4.0,5000,1400.0,462 3rd Street #1,Park Slope
2.0,2.0,7150,1191.0,400 West 63rd Street #2403,Lincoln Square
2.0,2.0,2499,1070.0,1135 Pelham Parkway North #6D,Pelham Gardens
1.0,1.0,2590,550.0,150 West 74th Street #2E,Upper West Side
3.0,3.0,7500,2025.0,48-15 11th Street #8A,Hunters Point
1.5,3.0,2995,1300.0,61-31 69th Street #ONE,Middle Village
2.0,3.0,6900,1600.0,200 W 58th Street #6B,Midtown
1.0,2.0,8000,1850.0,2109 Broadway #1018,Upper West Side
2.0,2.0,5995,1173.0,610 West 110th Street #11E,Upper West Side
3.5,3.0,14250,1969.0,108 East 38th Street #16/17B,Murray Hill
1.0,2.0,2100,900.0,240 Albany Avenue #3,Crown Heights
1.5,1.0,5195,1000.0,44 East 12th Street #6A,Greenwich Village
1.0,1.0,3000,1000.0,544 Third Avenue #3,Murray Hill
1.0,2.0,3600,760.0,182 E 95th Street #5H,Carnegie Hill
1.0,2.0,2600,800.0,315 Seigel Street #201,East Williamsburg
1.0,1.0,4250,750.0,125 West 31st Street #24H,Midtown South
2.0,2.0,5815,1195.0,750 Columbus Avenue #4K,Upper West Side
3.5,3.0,4000,1250.0,417 Van Brunt #1,Red Hook
2.0,2.0,7700,1127.0,60 West 66th Street #19A,Lincoln Square
2.0,3.0,8150,1317.0,400 West 63rd Street #1201,Lincoln Square
2.0,3.0,3500,920.0,37 Saint Marks Avenue #1FLR,Park Slope
1.0,1.5,3150,800.0,708 Lorimer Street #2R,Williamsburg
1.0,1.0,4200,700.0,300 East 23rd Street #9B,Gramercy Park
1.5,1.5,4800,900.0,401 East 80th Street #31F,Yorkville
1.0,1.0,1650,550.0,2100 Beekman Place #6,Prospect Lefferts Gardens
3.0,5.0,16000,3750.0,131 Lincoln Place TOWNHOUSE,Park Slope
1.0,2.0,6000,1156.0,100 Riverside Boulevard #22A,Lincoln Square
1.0,3.0,1800,1000.0,143 East 39th Street #2,Northeast Flatbush
1.0,2.0,2000,1000.0,88-09 Union Turnpike #2,Glendale
2.0,2.0,2499,1070.0,1135 Pelham Parkway North #6D,Pelham Gardens
1.0,1.0,1600,600.0,1545 Pacific Street #4,Crown Heights
2.0,2.0,3950,987.0,548 4th Avenue #3B,Park Slope
1.0,1.0,2425,750.0,116 Vanderbilt Avenue #6,Fort Greene
1.0,1.0,3800,825.0,40 West 72nd Street #165,Lincoln Square
1.0,1.0,2900,770.0,411 Manhattan Avenue #3L,Williamsburg
1.0,1.0,3800,690.0,12 East 86th Street #824,Upper East Side
2.0,2.0,6800,1113.0,1 Columbus Place #N39A,Midtown West
2.0,2.0,7000,1250.0,12 East 86th Street #321,Upper East Side
1.5,4.0,3850,1200.0,3495 Broadway #102,Hamilton Heights
1.0,1.0,2495,900.0,253 West 139th Street #1,Central Harlem
1.0,1.5,2450,1100.0,61 Duffield Street #3,Downtown Brooklyn
1.0,1.0,1400,600.0,9805 3rd Avenue #3B,Fort Hamilton
1.0,2.0,6000,1300.0,402 West 20th Street #2,West Chelsea
1.0,1.0,3795,900.0,251 East 32nd Street #3A,Kips Bay
1.0,1.0,2700,800.0,130 1st Avenue #3,East Village
1.5,2.0,2770,1760.0,3120 Emmons Avenue #2L,Sheepshead Bay
1.0,1.0,1925,950.0,570 Westminster Road #B23,Ditmas Park
1.0,1.0,3800,750.0,315 West 57th Street #17A,Midtown West
1.0,1.0,4500,664.0,800 6th Avenue #19D,NoMad
1.0,1.0,3800,692.0,555 West 23rd Street #N10M,West Chelsea
1.0,1.0,5240,650.0,500 West 23rd Street #8B,West Chelsea
2.0,3.0,2750,1800.0,351 Wadsworth #55,Fort George
1.0,1.0,3046,737.0,456 Grand Street #2B,Williamsburg
1.0,1.5,4395,1100.0,200 East 71st Street #10K,Lenox Hill
2.0,2.0,3180,952.0,235 E 2nd Street #GARDEN,Kensington
1.0,1.0,4850,900.0,142 E 16th Street #4H,Gramercy Park
1.0,1.0,2350,600.0,405 West 45th Street #2C,Midtown West
1.0,1.0,4503,586.0,120 West 21st Street #910,Chelsea
2.0,2.0,5800,976.0,310 West 52nd Street #6B,Midtown West
2.5,3.0,11750,1600.0,27 West 72nd Street #210,Upper West Side
2.5,3.0,11750,1600.0,27 West 72nd Street #210,Upper West Side
1.0,2.0,3249,1200.0,420 Clinton Avenue #4H,Clinton Hill
1.0,1.0,4490,923.0,2 Northside Piers #17G,Williamsburg
1.0,1.0,1895,650.0,21-06 33rd Street #C7,Astoria
1.0,2.0,2495,1218.0,600 W 218th Street #2G,Inwood
1.5,1.0,5500,954.0,247 West 46th Street #2604,Midtown
1.0,1.0,3450,725.0,408 East 92nd Street #11C,Yorkville
1.0,1.0,2000,600.0,121 East 97th Street #43,Carnegie Hill
2.0,2.0,5850,1300.0,229 West 60th Street #7P,Lincoln Square
1.0,1.0,4095,812.0,15 William Street #30F,Financial District
1.0,1.0,3500,812.0,67 Liberty Street #16A,Financial District
6.0,10.0,15000,6000.0,42 Washington Avenue #1,Clinton Hill
1.0,1.0,1795,550.0,58 Overlook Terrace #A,Hudson Heights
2.5,2.0,12950,1800.0,641 Fifth Avenue #35D,Midtown
1.0,2.0,3500,1200.0,36-46 South 4th Street #D3,Williamsburg
1.0,3.0,2400,1100.0,207 Winthrop Street #3L,Brownsville
1.0,2.0,2000,800.0,59 Decatur Street #4,Bedford-Stuyvesant
2.0,1.0,12995,1800.0,204 West Houston Street #4/5C,West Village
1.5,1.0,2800,738.0,4427 Purves Street #11D,Long Island City
2.0,3.0,3000,2000.0,1178 Dean Street #1,Crown Heights
2.0,3.0,2900,1500.0,1178 Dean Street #2,Crown Heights
2.0,4.0,3600,1300.0,1127 Lafayette Avenue #1,Bushwick
1.0,2.0,1895,950.0,94-10 60th Avenue #2K,Elmhurst
1.0,1.0,2000,875.0,25-41 21st Street #3F,Astoria
1.0,1.0,2000,900.0,47 Bushwick Avenue #1R,East Williamsburg
1.0,3.0,2400,1100.0,940 Prospect Place #P,Crown Heights
2.0,3.0,6300,1563.0,446 Kent Avenue #14A,Williamsburg
1.0,2.0,2095,950.0,45 Tehama Street #6G,Kensington
1.0,1.0,2500,751.0,779 Riverside Drive #B35,Washington Heights
1.0,2.0,2800,750.0,410 Cumberland Street #2,Fort Greene
1.0,1.0,5000,720.0,1 Irving Place #U27A,Gramercy Park
4.5,4.0,65000,4543.0,20 West 53rd Street #46FL,Midtown
1.0,1.0,2750,750.0,269 Withers Street #4L,East Williamsburg
1.0,1.0,2750,750.0,269 Withers Street #4L,East Williamsburg
2.0,3.0,3900,1400.0,3655 Irwin Avenue #UPPER,Kingsbridge
1.0,2.0,1850,925.0,6507 14th Avenue #3,Bensonhurst
2.0,3.0,3850,2000.0,82-85 116th Street #6B,Kew Gardens
2.5,2.0,12950,1800.0,641 Fifth Avenue #35D,Midtown
1.0,2.0,1500,850.0,338 48th Street #2,Sunset Park
1.0,2.0,1500,850.0,338 48th Street #2,Sunset Park
1.0,1.0,2975,545.0,157 East 72nd Street #15J,Upper East Side
1.0,1.0,4300,833.0,200 East 61st Street #15D,Lenox Hill
2.0,2.0,7300,1027.0,515 East 72nd Street #25H,Upper East Side
2.0,2.0,12500,1865.0,260 West Broadway #6D,Tribeca
1.0,2.0,2150,950.0,420 East 120th Street #3,East Harlem
1.0,1.0,2200,550.0,43-33 42nd Street #6A,Sunnyside
5.0,6.0,9990,3195.0,843 Prospect Place #TH,Crown Heights
2.0,2.0,4800,980.0,360 West 43rd Street #S7D,Midtown West
1.0,1.0,3275,681.0,50 Battery Place #5Z,Battery Park City
1.0,1.0,1750,700.0,610 Saint Nicholas Avenue #3A,Hamilton Heights
1.0,1.0,1875,900.0,35-63 78th Street #5,Jackson Heights
2.5,2.0,7450,1586.0,360 Furman Street #203,Brooklyn Heights
1.0,2.0,3800,1000.0,481 Court Street #2F,Carroll Gardens
1.0,1.0,2795,619.0,120 Greenwich Street #2D,Financial District
1.0,1.0,3500,722.0,50 Battery Place #3C,Battery Park City
1.0,3.0,3500,1000.0,30 Woodhull Street #3,Columbia St Waterfront District
2.0,2.0,4900,1550.0,220 West 148th Street #1H,Central Harlem
2.0,2.0,7795,1293.0,240 East 86th Street #18L,Yorkville
2.0,2.0,5100,880.0,275 West 96th Street #16F,Upper West Side
1.0,1.0,3850,549.0,19 Saint Marks Place #4B,East Village
2.0,2.0,2295,1125.0,41-96 Gleane Street #E3,Elmhurst
1.0,1.0,2850,680.0,41-17 Crescent Street #7H,Long Island City
1.0,2.0,3750,1100.0,1 4th Place #4,Carroll Gardens
3.5,3.0,17000,2450.0,305 East 51st #26A,Turtle Bay
1.0,2.0,5811,1121.0,25 Broad Street #19K,Financial District
2.0,2.0,7625,1004.0,105 W 29th Street #45E,Chelsea
1.0,1.0,3640,669.0,71 Broadway #10H,Financial District
1.0,1.0,5790,643.0,105 W 29th Street #42I,Chelsea
1.0,1.0,3655,669.0,71 Broadway #9I,Financial District
1.0,1.0,3555,592.0,71 Broadway #15C,Financial District
1.0,0.0,2350,500.0,200 East 26th Street #3G,Kips Bay
1.0,1.0,3400,900.0,86 N 6th #202,Williamsburg
1.0,2.0,2550,1000.0,14 Spencer Court #4B,Bedford-Stuyvesant
1.0,4.0,3500,1100.0,664 Onderdonk Avenue #2L,Ridgewood
3.0,3.0,11750,2500.0,40 Broad Street #PH3C,Financial District
2.0,2.0,5745,1112.0,25 Broad Street #17T,Financial District
1.0,1.0,3800,795.0,201 West 74th Street #9K,Upper West Side
2.0,2.0,12500,1557.0,240 Riverside Boulevard #17C,Lincoln Square
1.0,1.0,3495,661.0,211 Thompson Street #LB,Greenwich Village
1.0,2.0,2700,600.0,615 East 6th Street #5,East Village
1.0,1.0,3150,650.0,403 East 62nd Street #14C,Lenox Hill
1.0,1.0,1425,600.0,555 Kingston Avenue #A5,Wingate
1.0,1.0,2100,750.0,43-31 45th Street #2R,Sunnyside
1.0,2.0,3100,900.0,1109 Lexington Avenue #3,Upper East Side
1.0,3.0,3100,750.0,1712 Menahan Street #2F,Ridgewood
1.0,3.0,3150,750.0,1712 Menahan Street #3F,Ridgewood
1.0,3.0,3150,750.0,1712 Menahan Street #3B,Ridgewood
1.0,3.0,3100,750.0,1712 Menahan Street #2B,Ridgewood
1.0,1.0,4695,800.0,211 North End Avenue #4J,Battery Park City
3.0,3.0,11000,1600.0,20 River Terrace #15F,Battery Park City
3.0,3.0,11000,1600.0,20 River Terrace #15F,Battery Park City
1.0,1.0,1900,750.0,69 W 105th #21,Manhattan Valley
1.0,2.0,2000,800.0,1920 Harman Street #208,Ridgewood
1.0,3.0,2670,1000.0,657 Quincy Street #3B,Stuyvesant Heights
2.0,2.5,17500,2100.0,144 Waverly Place #1,West Village
1.0,1.0,2600,1000.0,467 Troutman Street #303,Bushwick
2.0,3.0,4500,1450.0,83 Seigel Street #2,Williamsburg
2.0,2.0,9000,2000.0,315 West 36th Street #17A,Midtown West
1.0,2.0,1800,900.0,2519 Snyder Avenue #1,Flatbush
2.0,2.0,2150,850.0,589 Onderdonk Avenue #1F,Ridgewood
1.0,2.0,2400,900.0,14 Spencer Court #5A,Bedford-Stuyvesant
2.0,2.0,2595,1200.0,530 W 236 #5DD,Spuyten Duyvil
1.0,2.0,2475,550.0,560 Prospect Place #2L,Crown Heights
1.5,1.0,3200,600.0,107 West 70th Street #1F,Lincoln Square
1.0,1.0,2795,601.0,56 Pine Street #8F,Financial District
1.0,2.0,2400,1300.0,83-00 Talbot Street #4F,Kew Gardens
3.0,3.0,18750,3300.0,487 Greenwich Street #3FLR,Soho
2.0,2.0,8500,1200.0,135 West 52nd Street #23D,Midtown
1.0,1.0,4500,576.0,464 West 44th Street #2A,Midtown West
2.0,2.0,7995,1800.0,8 Beach Street 3RD-FLR,Tribeca
2.0,5.0,5800,2500.0,102 W 29th #PHA,Chelsea
1.0,2.0,3300,900.0,156 Underhill Avenue #1,Prospect Heights
2.5,3.0,4200,3500.0,95-06 67th Avenue ,Forest Hills
1.0,2.0,4800,903.0,330 East 38th Street #17J,Murray Hill
1.0,1.0,3980,749.0,160 Riverside Boulevard #16K,Lincoln Square
1.0,1.0,1675,800.0,303 West 154th Street #3G,Central Harlem
1.0,2.0,2199,900.0,413 Himrod Street #2R,Bushwick
2.0,2.0,3500,1135.0,112-01 Queens Boulevard #7B,Forest Hills
1.0,1.0,2525,900.0,300 E 78th #3S,Upper East Side
1.0,1.0,3700,800.0,135 East 54th Street #9H,Midtown
1.5,2.0,5200,900.0,354-368 West 34th Street #TH8,Midtown West
2.0,2.0,3375,1026.0,1209 De Kalb Avenue #501,Bushwick
1.0,1.0,4538,1264.0,312 Leonard Street #2,Williamsburg
1.0,1.0,4850,900.0,145 Fourth Avenue #11B,East Village
1.0,1.0,2995,599.0,335 Carroll Street #2G,Carroll Gardens
2.5,4.0,11000,3600.0,257 Berry Street #1,Williamsburg
2.0,2.0,3140,1300.0,3144 Emmons Avenue #107,Sheepshead Bay
2.0,2.0,5400,2200.0,235 8th Street TOWNHOUSE,Park Slope
1.0,2.0,4600,800.0,152 2nd Avenue #3C,East Village
1.0,1.0,5347,750.0,500 West 30th Street #7J,West Chelsea
1.0,1.0,3650,750.0,351 East 84th Street #21F,Yorkville
3.0,4.0,18900,2400.0,252 Seventh Avenue #PHI,Chelsea
2.0,2.0,5200,1300.0,1641 Third Avenue #25F,Yorkville
1.0,1.0,3950,595.0,19 Saint Marks Place #6B,East Village
3.5,3.0,13000,1815.0,101 Leonard Street #4B,Tribeca
2.0,2.5,17500,2100.0,144 Waverly Place #1,West Village
3.5,3.0,17000,2450.0,305 East 51st #26A,Turtle Bay
2.0,2.0,6544,963.0,189 West 89th Street #16L,Upper West Side
1.0,1.0,4395,880.0,455 West 23rd Street #4E,West Chelsea
1.5,2.0,5500,1000.0,41 West 72nd Street #10D,Upper West Side
1.0,0.0,2495,600.0,400 East 54th Street #23G,Sutton Place
2.0,2.0,9100,1450.0,111 East 80th Street #4B,Upper East Side
1.0,3.0,2500,1000.0,23-41 37th Street #1,Astoria
2.0,2.0,4500,1000.0,360 East 88th Street #23A,Yorkville
1.0,3.0,2000,1050.0,1609 Ocean Avenue #9B,Midwood
1.0,4.0,2499,1346.0,640 Crescent Street #2,City Line
1.0,2.0,1550,851.0,133-32 143rd Street #2,South Jamaica
2.0,3.0,5500,2000.0,523 5th Street #3,Park Slope
1.0,1.0,3196,650.0,50 West 97th Street #11L,Upper West Side
1.0,3.0,2800,1200.0,276 South 5th Street #1,Williamsburg
1.0,1.0,2999,740.0,4705 Center Boulevard #1803,Hunters Point
1.0,0.5,1750,600.0,255 Powers #3R,East Williamsburg
2.0,2.0,3450,1200.0,583 Third Avenue ,Gowanus
1.0,1.0,1695,740.0,84-14 143rd Street #4E,Briarwood
1.0,1.0,4490,923.0,2 Northside Piers #17G,Williamsburg
1.0,1.0,3475,695.0,252 East 2nd Street #7A,East Village
1.0,2.0,2585,700.0,45-22 43rd Avenue #2A,Sunnyside
2.0,3.0,8150,1317.0,400 West 63rd Street #1201,Lincoln Square
1.5,2.0,2200,1000.0,63-07 Saunders Street #1G,Rego Park
1.0,2.0,3199,800.0,28 Starr Street #4B,Bushwick
1.0,1.0,2900,750.0,200 West 54th Street #9C,Midtown
1.5,2.0,2200,1000.0,63-07 Saunders Street #1G,Rego Park
1.0,1.0,1775,961.0,1540 Pelham Parkway South #1B,Pelham Parkway
2.0,3.0,1950,1000.0,203 Rochester Avenue #2,Crown Heights
1.0,2.0,1825,970.0,72-12 47th Avenue #1,Elmhurst
1.0,3.0,3300,1250.0,590 Fort Washington Avenue #3H,Hudson Heights
2.0,2.0,4500,1201.0,2-17 51st Avenue #1003,Hunters Point
1.0,2.0,2700,600.0,433 Dean Street #16,Park Slope
1.0,1.0,3400,620.0,360 West 43rd Street #N9H,Midtown West
1.0,1.0,3600,660.0,360 West 43rd Street #S23G,Midtown West
1.0,1.0,3800,684.0,124 West 60th Street #15H,Lincoln Square
1.0,1.0,1550,685.0,3205 Emmons Avenue #3A,Sheepshead Bay
2.0,3.0,6500,1250.0,105 West 72nd Street #12A,Upper West Side
1.0,1.0,1950,450.0,401 E 68th Street #3C,Lenox Hill
3.0,3.0,17000,2500.0,40 Central Park South #4CD,Central Park South
2.0,2.0,4750,1140.0,400 Central Park West #19P,Upper West Side
1.0,2.0,2000,1000.0,1314 Pacific Street #2R,Crown Heights
1.0,1.0,2200,800.0,894 Dekalb Avenue #2A,Stuyvesant Heights
1.0,1.0,4180,616.0,55 West 26th Street #18I,Chelsea
2.0,3.0,8150,1317.0,400 West 63rd Street #1201,Lincoln Square
1.0,1.0,4180,616.0,55 West 26th Street #18I,Chelsea
1.0,1.0,4284,646.0,60 Water Street #PHC,DUMBO
1.0,1.0,4262,781.0,10 Hanover Square #11F,Financial District
1.5,2.0,2200,817.0,138A Suydam Street #1,Bushwick
1.0,1.0,4650,662.0,55 West 25th Street #8G,Chelsea
1.0,2.0,2400,750.0,263 14th Street #1,Park Slope
1.0,1.0,3250,750.0,77 West 55th Street #11H,Midtown
2.5,2.0,7750,1384.0,300 North End Avenue #10N,Battery Park City
1.0,2.0,1570,836.0,2075 Saint Raymond Avenue #0MC,Parkchester
1.0,1.0,1775,650.0,662 4th Avenue #2F,Greenwood
1.0,1.0,2400,720.0,396 Adelphi Street #4,Fort Greene
1.0,1.0,2400,720.0,396 Adelphi Street #3,Fort Greene
2.0,3.0,3000,1000.0,1863 Putnam Avenue #2,Ridgewood
2.0,2.5,17500,2100.0,144 Waverly Place #1,West Village
1.0,3.0,2600,900.0,419 16th Street #9,Park Slope
1.0,1.0,1599,750.0,1345 East 4th Street #6,Ocean Parkway
1.0,2.5,2800,850.0,282 Leonard Street #3,Williamsburg
2.0,2.0,4695,1025.0,204 Huntington Street #PH4,Carroll Gardens
1.0,1.0,4850,747.0,200 Chambers Street #9F,Tribeca
1.0,1.0,3865,719.0,50 West 77th Street #10E,Upper West Side
1.0,2.0,3095,900.0,581 10th Street #2,Park Slope
2.0,3.0,4995,1394.0,87 Lafayette Avenue #PH,Fort Greene
1.0,1.0,4000,522.0,425 East 13th Street #6L,East Village
1.0,1.0,1375,657.0,1480 Parkchester Road #5G,Parkchester
1.0,1.0,1375,657.0,1480 Parkchester Road #5G,Parkchester
3.0,6.0,17450,4000.0,853 7th Avenue #10A,Midtown
1.0,1.0,3700,750.0,555 West 23rd Street #N12F,West Chelsea
1.0,1.0,2500,655.0,127 Meserole Street #2B,Williamsburg
1.0,1.0,4950,1002.0,120 East 29th Street #4C,NoMad
2.0,2.0,4995,1000.0,300 East 85th Street #2602,Yorkville
1.0,2.0,2800,899.0,63 Pitt Street #4,Lower East Side
1.0,2.0,3500,1100.0,447 East 87th Street #2W,Yorkville
1.0,1.0,3350,677.0,125 Court Street #2NI,Downtown Brooklyn
1.5,2.0,4800,1240.0,308 Eckford Street #PHA,Greenpoint
1.0,1.0,3200,700.0,104 Avenue B #3,East Village
1.0,1.0,2100,800.0,147 West 142nd Street #4B,Central Harlem
3.0,3.0,9000,1800.0,150 Nassau Street #20C,Fulton/Seaport
1.0,1.0,3299,1200.0,113 Avenue C #1,East Village
1.0,1.0,3424,950.0,784 Columbus Avenue #7D,Manhattan
1.0,1.0,1700,775.0,7420 Ridge Boulevard #5D,Bay Ridge
1.0,2.0,2450,1348.0,7410 Ridge Boulevard #6C,Bay Ridge
1.0,1.0,1600,696.0,8301 Bay Parkway #605,Gravesend
1.0,1.0,1550,685.0,3205 Emmons Avenue #7A,Sheepshead Bay
1.0,1.0,3500,800.0,307 East 44th Street #1404,Turtle Bay
1.0,1.0,1550,685.0,3205 Emmons Avenue #7A,Sheepshead Bay
1.5,2.0,1995,1144.0,2775 East 12th Street #116,Brighton Beach
1.0,1.0,1575,741.0,2775 East 12th Street #524,Brighton Beach
1.0,1.0,4650,662.0,55 West 25th Street #8G,Chelsea
1.0,1.0,2600,652.0,171 Clermont Avenue #2C,Fort Greene
2.0,2.0,4885,936.0,260 West 54th Street #29J,Midtown
2.5,3.0,19950,2064.0,30 West 63rd Street #23FGH,Lincoln Square
2.0,2.0,14500,2150.0,25 North Moore Street #9B,Tribeca
3.0,4.0,14900,2300.0,575 West End Avenue #2A,Upper West Side
1.0,1.0,2000,900.0,1825 Foster Avenue #1G,Ditmas Park
2.0,2.0,3950,1007.0,230 Ashland Place #8D,Fort Greene
4.0,3.0,15000,3000.0,876 Broadway PENTHOUSE,Flatiron
1.0,1.0,1875,900.0,35-63 78th Street #5,Jackson Heights
2.0,2.0,6500,1076.0,200 East 94th Street #2315,Yorkville
1.0,1.0,4284,586.0,55 West 26th Street #33H,Chelsea
